"P001001","P006001","P006002","P006003","P006005","P006008","P007010","H011001","H011002","H011003","H011004","H011006","H011009","P148B009","P148D017","PCT038016","PCT038017","PCT038018","PCT038019","NAME","state","county",
"446997","446997","308678","10550","18392","26758","141926","145146","89911","72142","1261","2811","3615","136","314","2636","882","543","932","Stanislaus County","06","099",
"78930","78930","52931","1625","8869","4160","17502","27033","16615","13138","266","1431","497","18","149","360","111","133","111","Sutter County","06","101",
"56039","56039","47495","156","415","1970","8876","21013","14222","12943","31","70","365","6","2","102","74","38","88","Tehama County","06","103",
"13022","13022","11512","45","55","587","474","5587","3981","3686","2","11","70","0","0","38","27","0","8","Trinity County","06","105",
"368021","368021","213250","6196","12336","17034","186913","110385","67904","49410","673","1645","2402","37","163","1387","604","479","558","Tulare County","06","107",
"54501","54501","48717","1256","451","1614","4412","21004","14961","14332","38","84","282","25","27","285","76","69","119","Tuolumne County","06","109",
"753197","753197","525568","14048","39182","30410","251965","243234","164373","136519","2293","7889","3678","390","1814","9140","4854","4509","4074","Ventura County","06","111",
"168660","168660","113812","3262","15792","9506","43747","59375","31509","25814","289","1529","1024","96","846","1327","643","569","490","Yolo County","06","113",
"60219","60219","42572","2006","4551","3352","10370","20535","11088","9266","212","266","451","37","19","218","46","45","57","Yuba County","06","115",
"363857","363857","281523","10321","11508","13830","102548","128156","90448","77803","1497","2039","1853","209","256","2419","1020","625","595","Adams County","08","001",
"14966","14966","10713","100","125","599","6222","5467","3501","2783","18","15","59","0","6","45","11","14","18","Alamosa County","08","003",
"487967","487967","389051","36313","18693","18021","57759","190909","129899","114339","6422","3606","2228","883","699","5529","2862","2470","3670","Arapahoe County","08","005",
"9898","9898","8680","29","15","306","1647","3980","3056","2737","8","0","55","0","5","45","4","3","10","Archuleta County","08","007",
"4517","4517","4260","0","11","101","304","1905","1458","1385","0","2","32","0","0","6","2","0","4","Baca County","08","009",
"5998","5998","4757","210","82","243","1809","2003","1357","1181","6","9","52","0","0","16","0","8","0","Bent County","08","011",
"291288","291288","257994","2321","9175","6206","30368","114680","74249","69931","411","1507","795","143","793","4016","2045","2098","2018","Boulder County","08","013",
"16242","16242","14651","256","66","294","1351","6584","4824","4625","13","14","66","0","0","36","6","30","0","Chaffee County","08","015",
"2231","2231","2075","0","4","15","180","880","660","647","0","0","2","0","0","16","5","2","2","Cheyenne County","08","017",
"9322","9322","8958","16","48","181","245","4019","3052","3002","7","15","10","0","0","120","45","27","31","Clear Creek County","08","019",
"8400","8400","6081","19","12","292","4965","2980","2343","1771","2","4","87","0","0","32","19","5","5","Conejos County","08","021",
"3663","3663","2237","18","41","194","2469","1503","1180","784","9","15","52","0","0","1","0","0","0","Costilla County","08","023",
"5518","5518","4554","381","66","67","1247","1358","990","893","0","5","19","0","0","2","0","0","2","Crowley County","08","025",
"3503","3503","3371","29","0","15","100","1480","1168","1130","0","0","6","0","0","12","14","9","0","Custer County","08","027",
"27834","27834","25780","133","55","543","3083","11058","8566","8205","0","11","136","0","4","92","17","21","29","Delta County","08","029",
"554636","554636","362069","60579","15172","21346","176063","239235","125631","98702","11023","2124","2668","1000","771","2370","1286","1127","1787","Denver County","08","031",
"1844","1844","1715","0","4","46","70","785","597","572","0","0","13","0","0","4","0","2","2","Dolores County","08","033",
"175766","175766","162496","1844","4303","3518","8438","60924","53542","50352","597","1068","655","139","364","4265","2439","2415","2133","Douglas County","08","035",
"41659","41659","35579","51","338","788","9714","15148","9655","8991","6","62","119","0","6","505","172","190","299","Eagle County","08","037",
"19872","19872","18952","38","46","402","774","6770","6055","5843","9","12","61","0","0","311","135","76","72","Elbert County","08","039",
"516929","516929","420211","31940","13154","21841","58419","192409","124443","110711","5309","2007","2353","497","394","4036","2092","1737","1359","El Paso County","08","041",
"46145","46145","41295","2495","158","1001","4711","15232","11571","11143","19","14","217","0","0","136","48","12","29","Fremont County","08","043",
"43791","43791","39424","90","111","830","7375","16229","10572","10057","0","13","68","0","5","285","150","87","121","Garfield County","08","045",
"4757","4757","4409","55","28","119","186","2043","1603","1522","29","7","34","22","0","57","14","28","0","Gilpin County","08","047",
"12442","12442","11846","14","59","173","607","5075","3467","3378","0","5","25","0","0","66","21","43","19","Grand County","08","049",
"13956","13956","13227","76","41","270","641","5649","3301","3242","5","5","22","0","0","50","16","20","38","Gunnison County","08","051",
"790","790","765","0","2","13","9","359","233","230","0","0","3","0","0","2","0","0","4","Hinsdale County","08","053",
"7862","7862","6311","204","24","394","2774","3082","2177","1859","5","7","108","0","0","11","0","0","13","Huerfano County","08","055",
"1577","1577","1485","5","2","31","110","661","449","431","1","0","6","0","0","3","0","5","0","Jackson County","08","057",
"527056","527056","477415","4103","11752","12760","52511","206067","149395","141953","661","2276","1518","181","526","7144","3544","2794","2452","Jefferson County","08","059",
"1622","1622","1556","5","0","18","51","665","474","468","0","0","0","0","0","5","6","1","0","Kiowa County","08","061",
"8011","8011","6987","147","11","52","1080","2990","2156","2036","0","2","6","14","0","30","4","7","2","Kit Carson County","08","063",
"7812","7812","6083","0","40","206","2833","2977","2027","1681","0","14","44","0","0","36","0","0","21","Lake County","08","065",
"43941","43941","38381","118","218","1166","4519","17342","11857","10883","8","47","188","1","9","243","105","105","141","La Plata County","08","067",
"251494","251494","230043","1736","3616","5918","20631","97164","65744","62664","222","631","737","98","269","2537","997","1035","824","Larimer County","08","069",
"15207","15207","12581","32","60","618","6348","6173","4344","3743","7","7","135","0","5","32","4","8","0","Las Animas County","08","071",
"6087","6087","5224","309","37","107","531","2058","1417","1373","8","2","21","24","0","17","11","12","6","Lincoln County","08","073",
"20504","20504","18799","330","110","368","2396","7551","5274","5050","4","16","47","40","0","81","37","31","38","Logan County","08","075",
"116255","116255","107245","516","424","2478","11629","45823","33306","31969","71","38","362","0","29","559","151","228","266","Mesa County","08","077",
"831","831","793","0","0","28","10","377","276","276","0","0","0","0","0","3","0","0","5","Mineral County","08","079",
"13184","13184","12353","40","37","247","1223","4983","3590","3509","0","0","15","0","0","22","0","0","20","Moffat County","08","081",
"23830","23830","19516","11","12","554","2233","9201","6880","6170","0","0","89","0","0","88","23","30","27","Montezuma County","08","083",
"33432","33432","29822","164","236","704","4998","13043","9766","9142","27","35","152","0","5","140","24","27","13","Montrose County","08","085",
"27171","27171","21826","55","46","528","8511","9539","6533","5846","2","14","68","0","0","71","21","19","25","Morgan County","08","087",
"20311","20311","15996","118","153","575","7699","7920","5483","4732","25","32","88","6","11","60","13","7","12","Otero County","08","089",
"3742","3742","3611","3","13","68","121","1576","1150","1125","2","2","19","0","0","11","16","16","13","Ouray County","08","091",
"14523","14523","13778","128","51","287","573","5894","5174","4995","30","3","101","3","3","115","64","25","51","Park County","08","093",
"4480","4480","4164","14","8","42","531","1781","1359","1292","2","0","13","0","2","6","0","8","5","Phillips County","08","095",
"14872","14872","14034","64","187","248","934","6807","4021","3941","2","28","13","3","25","106","59","81","168","Pitkin County","08","097",
"14483","14483","11369","44","66","348","4803","5307","3511","3041","9","16","20","0","6","37","12","5","17","Prowers County","08","099",
"141472","141472","112388","2430","761","5461","53804","54579","38434","33141","506","182","896","48","52","501","210","183","253","Pueblo County","08","101",
"5986","5986","5664","0","28","82","296","2306","1623","1555","0","2","16","0","0","14","2","0","5","Rio Blanco County","08","103",
"12413","12413","9209","9","56","455","5183","4701","3326","2669","0","17","86","0","0","7","14","10","8","Rio Grande County","08","105",
"19690","19690","19114","19","108","200","611","7953","5508","5405","4","14","21","0","0","218","117","74","107","Routt County","08","107",
"5917","5917","4263","11","34","164","2697","2300","1597","1273","0","4","38","0","1","3","0","0","2","Saguache County","08","109",
"558","558","538","0","2","0","31","269","181","176","0","0","0","0","0","2","3","3","0","San Juan County","08","111",
"6594","6594","6134","22","89","80","391","3015","1555","1530","7","7","5","0","0","42","19","14","44","San Miguel County","08","113",
"2747","2747","2500","5","13","52","300","1165","855","792","5","8","16","0","0","5","0","0","4","Sedgwick County","08","115",
"23548","23548","21589","203","178","741","2306","9120","5382","5201","11","49","75","0","8","244","109","98","90","Summit County","08","117",
"20555","20555","19414","128","71","527","705","7993","6466","6218","45","16","131","0","6","144","102","75","40","Teller County","08","119",
"4926","4926","4804","2","13","23","281","1989","1466","1455","2","2","2","0","3","17","6","8","5","Washington County","08","121",
"180936","180936","147616","969","1533","5213","48898","63247","43428","38828","92","287","718","33","88","1110","374","361","359","Weld County","08","123",
