"P001001","P006001","P006002","P006003","P006005","P006008","P007010","H011001","H011002","H011003","H011004","H011006","H011009","P148B009","P148D017","PCT038016","PCT038017","PCT038018","PCT038019","NAME","state","county",
"110106","110106","94934","11005","361","2232","3158","41050","30866","28873","1471","75","247","72","15","489","220","131","113","LaPorte County","18","091",
"45922","45922","44785","235","194","467","312","18535","14633","14443","38","30","76","7","12","164","61","45","15","Lawrence County","18","093",
"133358","133358","119874","10447","502","1315","1879","53052","39352","37162","1796","80","226","104","0","588","276","121","146","Madison County","18","095",
"860454","860454","605755","207357","11505","15634","32188","352164","208932","169030","34861","1802","1600","2001","880","5326","2631","2207","2169","Marion County","18","097",
"45128","45128","43027","91","136","514","2668","16519","12685","12505","10","22","35","0","6","230","92","32","51","Marshall County","18","099",
"10369","10369","10260","7","2","62","12","4183","3401","3374","0","0","12","0","0","30","38","6","0","Martin County","18","101",
"36082","36082","33747","950","134","634","650","13716","10431","10029","104","12","84","6","12","120","43","17","33","Miami County","18","103",
"120563","120563","109700","3611","3912","2220","2034","46898","25298","24435","264","320","157","182","413","769","233","198","187","Monroe County","18","105",
"37629","37629","36413","316","50","309","595","14595","10704","10573","40","8","55","3","0","177","50","28","52","Montgomery County","18","107",
"66689","66689","65526","55","267","553","285","24437","19472","19226","8","70","130","9","14","427","171","103","84","Morgan County","18","109",
"14566","14566","14138","26","52","94","420","5340","4270","4188","5","12","19","0","0","24","17","6","6","Newton County","18","111",
"46275","46275","43593","149","270","431","3220","16696","13030","12711","0","45","64","0","0","237","93","62","16","Noble County","18","113",
"5623","5623","5557","20","0","32","36","2201","1709","1689","9","0","5","0","0","15","9","0","0","Ohio County","18","115",
"19306","19306","18869","63","7","224","145","7621","6035","5964","0","8","40","0","0","37","44","17","32","Orange County","18","117",
"21786","21786","21321","68","20","210","183","8282","6756","6677","13","0","36","0","0","78","33","10","21","Owen County","18","119",
"17241","17241","16689","313","30","123","99","6415","5151","5118","2","0","21","0","5","65","38","4","24","Parke County","18","121",
"18899","18899","18486","268","2","108","109","7270","5759","5750","0","0","7","8","0","62","17","20","0","Perry County","18","123",
"12837","12837","12641","9","59","70","106","5119","4232","4180","2","7","14","0","0","31","6","0","4","Pike County","18","125",
"146798","146798","139491","1596","1053","2364","7053","54649","41867","40602","188","217","404","89","51","1436","411","440","530","Porter County","18","127",
"27061","27061","26503","266","31","183","146","10205","8357","8247","32","0","57","0","3","181","92","32","27","Posey County","18","129",
"13755","13755","13326","183","21","152","167","5170","4174","4094","27","0","26","0","0","51","25","34","0","Pulaski County","18","131",
"36019","36019","34143","1041","240","323","507","12374","9723","9593","47","17","57","8","13","130","97","24","31","Putnam County","18","133",
"27401","27401","26893","45","40","219","268","10937","8301","8221","4","12","37","0","4","80","21","4","19","Randolph County","18","135",
"26523","26523","26123","8","62","131","166","9842","7569","7504","0","9","20","0","0","116","59","25","24","Ripley County","18","137",
"18261","18261","17751","174","23","217","126","6923","5131","5060","37","0","21","0","0","113","38","4","25","Rush County","18","139",
"265559","265559","219630","29652","3464","5655","12343","100743","72206","65283","4730","553","592","269","289","1754","750","574","657","St. Joseph County","18","141",
"22960","22960","22550","64","24","162","183","8832","6691","6614","0","0","52","0","0","41","37","19","6","Scott County","18","143",
"43445","43445","42322","273","191","516","464","16561","12151","11974","53","15","99","0","0","338","119","51","102","Shelby County","18","145",
"20391","20391","19942","94","33","64","228","7569","6316","6202","30","11","21","0","9","110","31","12","29","Spencer County","18","147",
"23556","23556","22873","40","155","139","456","8740","7065","6936","7","20","54","0","7","61","22","8","35","Starke County","18","149",
"33214","33214","32195","168","145","320","589","12738","9968","9837","10","17","40","0","0","105","64","36","55","Steuben County","18","151",
"21751","21751","20393","921","22","247","205","7819","6241","6134","8","0","60","0","0","82","63","9","27","Sullivan County","18","153",
"9065","9065","8972","4","33","28","59","3435","2674","2649","0","8","6","0","2","10","4","0","20","Switzerland County","18","155",
"148955","148955","132349","3362","6760","2352","7752","55226","30882","29704","219","399","210","151","599","875","492","242","377","Tippecanoe County","18","157",
"16577","16577","16281","1","104","112","134","6469","5168","5093","0","14","40","0","0","119","37","10","38","Tipton County","18","159",
"7349","7349","7245","26","27","29","6","2793","2096","2076","3","8","7","0","0","21","3","12","15","Union County","18","161",
"171922","171922","153436","13586","1589","2138","1688","70623","47185","44540","2100","265","158","111","115","961","345","260","430","Vanderburgh County","18","163",
"16788","16788","16425","46","24","169","154","6762","5358","5305","5","8","17","0","7","76","10","17","8","Vermillion County","18","165",
"105848","105848","95873","6464","1096","1699","1258","40998","27639","26336","873","143","206","117","133","306","242","161","168","Vigo County","18","167",
"34960","34960","33919","96","237","310","305","13215","10036","9804","9","37","57","4","22","143","30","53","38","Wabash County","18","169",
"8419","8419","8334","2","8","50","56","3219","2605","2598","0","0","7","0","0","38","11","1","16","Warren County","18","171",
"52383","52383","51392","333","265","187","330","19438","16186","15967","86","58","49","20","44","510","199","130","192","Warrick County","18","173",
"27223","27223","26870","66","42","169","165","10264","8324","8245","16","8","36","0","0","67","36","29","34","Washington County","18","175",
"71097","71097","65417","3261","476","1201","919","28469","19564","18679","606","62","163","20","17","269","72","72","74","Wayne County","18","177",
"27600","27600","27137","43","51","231","420","10402","8406","8322","7","8","38","0","0","197","71","17","21","Wells County","18","179",
"25267","25267","23969","13","102","327","1345","9727","7447","7347","0","36","33","0","0","91","42","15","17","White County","18","181",
"30707","30707","30208","84","135","108","196","11711","9755","9702","6","15","10","0","0","209","32","56","27","Whitley County","18","183",
"8243","8243","8173","8","13","25","56","3398","2560","2553","0","0","2","0","0","28","10","2","0","Adair County","19","001",
"4482","4482","4440","13","10","6","7","1867","1397","1397","0","0","0","0","0","5","4","3","0","Adams County","19","003",
"14675","14675","14047","19","47","105","542","5722","4379","4339","4","4","23","0","0","38","19","5","8","Allamakee County","19","005",
"13721","13721","13418","75","63","110","157","5779","4280","4248","13","6","9","4","7","32","4","4","10","Appanoose County","19","007",
"6830","6830","6758","11","27","26","11","2773","2190","2188","0","0","2","0","0","18","5","4","15","Audubon County","19","009",
"25308","25308","25062","39","46","133","100","9746","7735","7717","10","0","2","0","0","128","24","11","16","Benton County","19","011",
"128012","128012","113177","9871","1316","2037","2396","49683","34239","32098","1630","178","176","71","108","562","257","273","229","Black Hawk County","19","013",
"26224","26224","25778","148","28","198","192","10374","7846","7762","23","9","36","0","0","97","60","36","20","Boone County","19","015",
"23325","23325","22878","88","156","156","183","8860","6923","6879","10","11","15","0","8","136","77","31","28","Bremer County","19","017",
"21093","21093","20704","66","95","123","205","7933","6197","6153","0","11","16","0","0","46","41","37","33","Buchanan County","19","019",
"20411","20411","17877","97","885","323","2555","7499","5289","5001","2","99","42","0","0","43","22","14","42","Buena Vista County","19","021",
"15305","15305","15162","12","23","69","70","6175","4966","4951","0","0","8","0","0","59","14","7","9","Butler County","19","023",
"11115","11115","10907","83","16","49","102","4513","3495","3480","0","3","2","0","0","45","15","5","3","Calhoun County","19","025",
"21421","21421","21219","28","68","65","124","8486","6303","6288","0","9","2","0","0","109","60","24","27","Carroll County","19","027",
"14684","14684","14500","30","43","50","113","6120","4564","4550","4","8","0","0","13","41","14","7","10","Cass County","19","029",
"18187","18187","17948","13","52","83","171","7147","5494","5472","0","2","9","0","0","96","30","11","25","Cedar County","19","031",
"46447","46447","44772","408","327","457","1187","19374","13861","13649","30","67","47","0","0","170","63","60","96","Cerro Gordo County","19","033",
"13035","13035","12826","77","50","34","81","5378","3953","3943","0","8","2","0","0","26","23","5","18","Cherokee County","19","035",
"13095","13095","12908","7","63","81","46","5192","4172","4141","3","2","24","0","0","34","25","3","14","Chickasaw County","19","037",
"9133","9133","8773","0","18","98","314","3584","2590","2569","0","0","9","0","3","11","19","3","0","Clarke County","19","039",
"17372","17372","16916","34","147","70","204","7259","5020","4976","15","23","4","0","0","87","34","28","35","Clay County","19","041",
"18678","18678","18438","78","35","82","109","7375","5649","5618","10","7","11","3","4","56","11","11","24","Clayton County","19","043",
"50149","50149","48449","797","308","309","868","20105","14655","14458","80","23","54","18","23","168","107","39","49","Clinton County","19","045",
"16942","16942","15662","143","17","116","1524","6441","4706","4597","24","0","4","0","2","48","19","26","3","Crawford County","19","047",
"40750","40750","38571","400","141","333","2176","15584","11903","11629","37","45","47","7","27","417","225","130","160","Dallas County","19","049",
"8541","8541","8442","8","0","64","65","3207","2558","2524","6","0","23","0","0","29","2","4","9","Davis County","19","051",
"8689","8689","8461","67","45","88","111","3337","2374","2361","0","6","5","0","2","12","7","10","6","Decatur County","19","053",
"18404","18404","18236","6","39","77","105","6834","5329","5302","0","10","12","0","0","82","16","8","32","Delaware County","19","055",
"42351","42351","39947","1378","233","466","722","17270","12820","12530","190","12","52","8","21","134","48","31","53","Des Moines County","19","057",
"16424","16424","16240","51","25","90","91","7103","5543","5536","0","5","2","0","0","54","56","25","27","Dickinson County","19","059",
"89143","89143","86749","717","317","774","1066","33690","24753","24584","55","28","58","7","16","489","139","102","230","Dubuque County","19","061",
"11027","11027","10736","27","11","44","480","4450","3345","3313","8","0","3","0","0","28","17","9","5","Emmet County","19","063",
"22008","22008","21504","102","109","131","325","8778","6639","6609","0","5","12","0","6","44","24","11","42","Fayette County","19","065",
"16900","16900","16646","20","48","73","183","6828","5058","5047","2","0","0","0","0","65","14","12","22","Floyd County","19","067",
"10704","10704","10095","3","36","39","651","4356","3258","3217","0","9","10","0","0","50","11","0","0","Franklin County","19","069",
"8010","8010","7839","2","34","50","141","3199","2382","2361","2","8","3","2","0","9","15","8","2","Fremont County","19","071",
"10366","10366","10177","14","12","75","135","4205","3178","3152","0","5","10","0","0","14","7","10","6","Greene County","19","073",
"12369","12369","12252","6","36","49","76","4984","3971","3952","4","0","6","0","0","62","11","4","7","Grundy County","19","075",
"11353","11353","11188","23","4","64","179","4641","3692","3673","3","2","9","0","0","23","6","16","16","Guthrie County","19","077",
"16438","16438","15966","11","277","108","164","6692","4871","4782","0","67","13","0","5","77","12","22","25","Hamilton County","19","079",
"12100","12100","11829","0","39","62","376","4795","3749","3707","0","0","11","0","7","40","16","29","6","Hancock County","19","081",
"18812","18812","18328","106","67","159","388","7628","5689","5641","2","8","17","0","2","50","29","20","0","Hardin County","19","083",
"15666","15666","15461","25","45","41","77","6115","4683","4659","0","7","8","0","0","47","25","6","11","Harrison County","19","085",
"20336","20336","19186","305","383","256","329","7626","5575","5442","20","68","28","0","1","82","48","28","17","Henry County","19","087",
"9932","9932","9875","6","14","37","15","3974","3147","3143","2","0","2","0","0","22","18","0","19","Howard County","19","089",
"10381","10381","10128","35","46","119","141","4295","3261","3241","0","10","10","0","0","45","21","5","8","Humboldt County","19","091",
"7837","7837","7760","33","4","25","34","3213","2353","2345","0","0","4","0","0","17","9","9","17","Ida County","19","093",
"15671","15671","15507","24","28","65","111","6163","4799","4763","7","4","19","0","0","16","32","11","9","Iowa County","19","095",
"20296","20296","20151","17","12","49","105","8078","6127","6101","0","5","7","0","4","57","33","6","16","Jackson County","19","097",
"37213","37213","36248","250","159","272","493","14689","11125","11026","20","12","27","0","22","172","119","48","38","Jasper County","19","099",
"16181","16181","15557","219","127","170","183","6649","4479","4435","26","2","6","0","7","76","52","15","57","Jefferson County","19","101",
"111006","111006","100238","3120","4406","1720","2925","44080","24986","24051","201","408","170","111","497","974","414","434","491","Johnson County","19","103",
"20221","20221","19572","340","57","162","261","7560","5734","5715","1","0","14","0","0","42","9","17","6","Jones County","19","105",
"11400","11400","11275","29","24","45","66","4586","3615","3600","0","8","2","0","9","27","10","9","15","Keokuk County","19","107",
"17163","17163","16965","32","37","84","151","6974","5411","5384","5","2","17","0","0","72","10","21","17","Kossuth County","19","109",
"38052","38052","35829","872","299","613","783","15161","11443","11116","124","50","58","0","17","133","42","21","40","Lee County","19","111",
"191701","191701","180154","4506","2647","2903","2852","76753","55821","54532","526","389","207","40","165","1638","649","560","547","Linn County","19","113",
"12183","12183","11439","21","49","86","1542","4519","3494","3376","0","11","7","0","0","40","9","6","13","Louisa County","19","115",
"9422","9422","9282","15","45","59","48","3811","2986","2965","0","8","13","0","0","16","15","8","7","Lucas County","19","117",
"11763","11763","11671","27","8","25","32","4428","3619","3613","0","0","4","0","0","55","4","11","5","Lyon County","19","119",
"14019","14019","13791","12","52","126","83","5326","4153","4112","2","9","30","0","8","89","30","18","10","Madison County","19","121",
"22335","22335","21617","63","218","216","291","8880","6310","6236","7","40","9","0","6","60","48","21","15","Mahaska County","19","123",
"32052","32052","31254","208","320","130","227","12017","9077","8954","14","61","29","15","8","199","52","22","38","Marion County","19","125",
"39311","39311","35391","316","338","642","3481","15338","11313","10935","42","46","46","16","5","143","89","23","31","Marshall County","19","127",
"14547","14547","14252","33","57","94","171","5324","4231","4177","10","6","15","0","0","92","36","7","5","Mills County","19","129",
"10874","10874","10850","8","0","7","7","4294","3498","3498","0","0","0","0","0","17","2","6","11","Mitchell County","19","131",
"10020","10020","9868","4","6","79","36","4211","3210","3198","0","0","3","0","0","32","8","19","18","Monona County","19","133",
"8016","8016","7856","18","2","42","30","3228","2534","2510","3","0","8","0","0","12","0","12","11","Monroe County","19","135",
"11771","11771","11526","3","35","51","157","4886","3578","3540","0","14","15","0","0","46","0","15","4","Montgomery County","19","137",
"41722","41722","37838","337","285","623","4983","15847","11946","11312","66","59","120","4","1","250","39","46","56","Muscatine County","19","139",
"15102","15102","14790","45","42","82","253","6001","4611","4578","0","9","11","0","2","57","14","9","18","O"Brien County","19","141",
"7003","7003","6860","28","7","47","136","2778","2160","2160","0","0","0","0","0","14","20","19","4","Osceola County","19","143",
"16976","16976","16437","228","91","83","232","6708","4807","4767","2","2","21","0","0","68","22","2","0","Page County","19","145",
"10147","10147","10052","0","5","56","128","4119","3048","3027","0","0","17","0","0","18","8","28","13","Palo Alto County","19","147",
"24849","24849","24482","68","63","125","272","9372","7255","7215","3","6","13","0","0","124","96","35","58","Plymouth County","19","149",
"8662","8662","8623","2","14","6","62","3617","2863","2857","0","2","0","0","0","21","14","3","7","Pocahontas County","19","151",
"374601","374601","331037","17472","9173","7092","16354","149112","102623","96786","2630","1382","705","219","319","3460","1367","1212","1476","Polk County","19","153",
"87704","87704","84236","646","548","871","2839","33844","24052","23630","76","79","123","0","0","442","203","124","153","Pottawattamie County","19","155",
"18815","18815","18244","74","195","209","223","7398","5316","5265","7","28","10","6","0","72","62","14","31","Poweshiek County","19","157",
"5469","5469","5403","5","16","17","18","2245","1696","1690","0","4","0","0","4","3","0","4","2","Ringgold County","19","159",
"11529","11529","11285","33","40","126","94","4746","3643","3620","4","0","13","0","0","43","2","4","7","Sac County","19","161",
"158668","158668","140638","9565","2274","3066","6282","62334","43950","41626","1204","330","282","86","62","1242","475","390","373","Scott County","19","163",
"13173","13173","13018","17","44","64","92","5173","3986","3956","5","12","10","0","8","54","22","19","10","Shelby County","19","165",
"31589","31589","30731","97","187","202","664","10693","8595","8522","0","23","28","2","2","156","57","24","50","Sioux County","19","167",
"79981","79981","72867","1505","3620","1079","1321","29383","17123","16591","102","242","100","122","330","475","259","144","169","Story County","19","169",
"18103","18103","16389","20","85","195","576","7018","5443","5109","0","18","47","0","0","53","40","8","0","Tama County","19","171",
"6958","6958","6795","0","19","26","251","2824","2164","2148","0","2","4","0","0","6","3","2","2","Taylor County","19","173",
"12309","12309","12067","9","44","147","89","5242","3776","3745","0","6","25","0","0","22","21","9","0","Union County","19","175",
"7809","7809","7742","11","14","28","19","3181","2524","2514","0","0","6","0","0","22","0","3","8","Van Buren County","19","177",
"36051","36051","34645","348","212","366","876","14784","11182","10978","59","47","57","24","9","86","64","63","56","Wapello County","19","179",
"40671","40671","39817","95","203","317","461","14708","11750","11598","27","36","47","0","8","312","124","117","66","Warren County","19","181",
"20670","20670","20056","74","11","182","551","8056","6069","5998","11","0","25","0","1","75","35","21","9","Washington County","19","183",
"6730","6730","6627","24","25","34","43","2821","2243","2226","9","5","0","0","3","23","19","2","3","Wayne County","19","185",
"40235","40235","37653","1140","394","563","788","15878","11309","11054","118","45","25","6","25","120","45","112","50","Webster County","19","187",
"11723","11723","11443","16","34","58","267","4749","3614","3604","0","0","0","0","0","44","7","1","23","Winnebago County","19","189",
"21310","21310","20805","145","192","129","170","7734","5690","5649","9","15","15","2","0","100","29","18","19","Winneshiek County","19","191",
"103877","103877","91027","2074","2386","2017","9337","39151","26859","25430","234","309","190","6","34","605","173","130","252","Woodbury County","19","193",
"7909","7909","7710","22","25","88","84","3278","2591","2544","6","6","29","0","0","4","0","0","0","Worth County","19","195",
"14334","14334","13719","31","31","57","654","5940","4402","4347","0","0","17","0","0","37","0","8","9","Wright County","19","197",
"14385","14385","13572","332","9","200","262","5775","4325","4220","34","0","35","6","0","22","28","0","5","Allen County","20","001",
"8110","8110","7951","22","11","80","103","3221","2576","2555","2","0","16","0","0","22","7","4","7","Anderson County","20","003",
"16774","16774","15231","1011","33","216","386","6275","4610","4392","175","10","9","11","0","41","26","8","5","Atchison County","20","005",
"5307","5307","5144","20","2","43","83","2235","1684","1646","3","0","13","0","0","26","1","12","0","Barber County","20","007",
"28205","28205","26174","350","64","688","2343","11393","8208","7936","60","18","75","0","6","113","22","37","19","Barton County","20","009",
"15379","15379","14483","406","9","362","146","6161","4563","4363","102","0","72","19","0","40","29","7","19","Bourbon County","20","011",
"10724","10724","9247","210","36","165","221","4318","3080","2791","70","5","19","2","6","10","0","8","3","Brown County","20","013",
"59482","59482","56269","806","196","1031","1140","21527","16724","16170","62","56","199","7","13","443","185","129","108","Butler County","20","015",
"3030","3030","2958","20","2","28","49","1246","916","900","6","0","8","0","0","13","2","0","3","Chase County","20","017",
"4359","4359","4077","0","3","83","60","1796","1469","1418","0","0","21","0","3","8","0","3","3","Chautauqua County","20","019",
"22605","22605","20776","172","64","837","233","8875","6764","6407","44","6","194","0","0","57","27","14","9","Cherokee County","20","021",
"3165","3165","3086","0","5","13","78","1360","1052","1045","0","0","4","0","0","8","0","6","3","Cheyenne County","20","023",
"2390","2390","2297","12","9","30","86","979","749","739","0","0","5","0","0","5","4","9","2","Clark County","20","025",
"8822","8822","8581","20","12","163","92","3617","2784","2745","6","0","14","0","0","22","14","0","0","Clay County","20","027",
"10268","10268","10036","23","27","109","78","4163","3099","3054","0","0","19","0","6","7","4","15","0","Cloud County","20","029",
"8865","8865","8521","22","66","113","122","3489","2731","2669","0","12","28","0","0","50","17","8","0","Coffey County","20","031",
"1967","1967","1924","0","2","21","25","872","641","635","0","0","3","0","0","0","0","0","0","Comanche County","20","033",
"36291","36291","32596","847","552","1061","1216","14039","9949","9294","118","118","175","2","0","130","50","31","62","Cowley County","20","035",
"38242","38242","35655","693","402","725","977","15504","9970","9730","35","11","114","0","11","120","72","27","16","Crawford County","20","037",
"3472","3472","3390","13","20","20","34","1494","1135","1133","2","0","0","0","0","5","0","0","0","Decatur County","20","039",
"19344","19344","18598","56","47","391","429","7903","5912","5785","10","8","57","0","1","47","19","7","10","Dickinson County","20","041",
"8249","8249","7849","138","20","127","58","3173","2366","2293","33","0","12","0","0","15","14","0","2","Doniphan County","20","043",
"99962","99962","85881","4184","3335","3038","3146","38486","19972","18685","465","278","274","146","308","620","274","228","255","Douglas County","20","045",
"3449","3449","3121","10","15","39","348","1455","1128","1080","0","0","9","0","4","9","0","2","8","Edwards County","20","047",
"3261","3261","3094","0","0","74","79","1412","1141","1104","0","0","20","0","0","3","2","1","0","Elk County","20","049",
"27507","27507","26685","103","177","170","570","11193","7085","7024","6","18","19","14","7","134","36","37","76","Ellis County","20","051",
"6525","6525","6064","235","16","98","251","2481","1976","1940","0","3","18","0","0","31","4","0","6","Ellsworth County","20","053",
"40523","40523","28015","450","1009","1284","17553","12948","8386","6582","54","183","229","0","9","149","42","41","71","Finney County","20","055",
"32458","32458","24268","401","709","1122","12251","10852","7034","6004","40","137","135","0","0","97","63","47","55","Ford County","20","057",
"24784","24784","23699","269","101","393","576","9452","6947","6772","50","11","63","6","11","83","37","21","2","Franklin County","20","059",
"27947","27947","17802","5990","850","1601","2400","10458","5266","4055","779","188","54","30","20","119","17","9","31","Geary County","20","061",
"3068","3068","2998","12","0","44","26","1245","992","982","1","0","7","0","0","7","6","1","0","Gove County","20","063",
"2946","2946","2796","82","15","33","24","1263","1002","958","31","4","7","2","0","8","0","2","8","Graham County","20","065",
"7909","7909","6072","9","0","125","2760","2742","2049","1726","0","0","31","0","0","51","5","7","13","Grant County","20","067",
"5904","5904","5434","6","4","70","588","2045","1486","1425","0","0","11","0","0","26","10","16","16","Gray County","20","069",
"1534","1534","1418","3","0","24","174","602","452","440","0","0","5","0","0","8","0","5","10","Greeley County","20","071",
"7673","7673","7356","3","46","102","175","3234","2434","2367","0","10","26","0","0","13","6","0","6","Greenwood County","20","073",
"2670","2670","2189","4","4","48","563","1054","735","679","0","2","7","0","0","8","6","4","9","Hamilton County","20","075",
"6536","6536","6342","36","21","86","47","2773","2069","2038","11","2","4","0","0","11","0","7","16","Harper County","20","077",
"32869","32869","29865","449","224","726","2629","12581","9044","8640","41","30","68","8","0","129","42","25","14","Harvey County","20","079",
"4307","4307","3592","6","37","113","1025","1481","1069","945","0","6","19","0","0","16","4","2","6","Haskell County","20","081",
"2085","2085","2032","10","0","22","60","796","624","615","4","0","0","0","0","13","2","6","1","Hodgeman County","20","083",
"12657","12657","11420","82","36","252","175","4727","3810","3581","5","3","41","0","0","43","26","0","8","Jackson County","20","085",
"18426","18426","17819","55","10","259","163","6830","5814","5698","11","2","64","6","0","63","35","9","21","Jefferson County","20","087",
"3791","3791","3730","2","12","25","33","1695","1355","1340","2","2","7","0","0","11","2","2","2","Jewell County","20","089",
"451086","451086","410845","11038","12582","7859","17873","174570","126231","120355","1717","2094","1071","581","1081","7207","3993","3463","3936","Johnson County","20","091",
"4531","4531","3659","31","10","101","1204","1542","1134","979","0","0","17","0","0","27","10","5","2","Kearny County","20","093",
"8673","8673","8447","43","5","71","144","3371","2634","2576","0","2","23","0","0","41","9","10","10","Kingman County","20","095",
"3278","3278","3178","0","18","13","62","1365","980","974","0","2","0","0","0","7","4","3","3","Kiowa County","20","097",
"22835","22835","20231","1067","121","662","574","9194","6738","6191","215","31","102","6","16","56","11","18","0","Labette County","20","099",
"2155","2155","2076","1","4","58","29","910","701","688","0","0","8","0","2","5","4","5","2","Lane County","20","101",
"68691","68691","57800","6982","747","1724","2615","23071","15450","14350","657","87","200","262","13","484","94","127","42","Leavenworth County","20","103",
"3578","3578","3526","8","3","30","30","1529","1204","1199","0","0","5","0","1","16","0","0","3","Lincoln County","20","105",
"9570","9570","9287","82","9","133","63","3807","3142","3110","4","0","11","0","0","17","0","0","10","Linn County","20","107",
"3046","3046","2970","8","4","34","41","1243","949","943","0","0","1","0","4","0","7","9","3","Logan County","20","109",
"35935","35935","30067","692","425","911","6068","13691","8340","7654","60","61","72","10","16","118","49","24","26","Lyon County","20","111",
"29554","29554","28485","293","15","558","473","11205","8283","8159","44","3","51","14","0","118","52","29","36","McPherson County","20","113",
"13361","13361","13015","74","19","155","224","5114","4086","4015","7","3","35","0","0","20","18","17","3","Marion County","20","115",
"10965","10965","10710","12","89","80","94","4458","3554","3517","0","7","18","0","0","32","23","28","14","Marshall County","20","117",
"4631","4631","4206","13","11","115","492","1728","1277","1225","0","0","5","0","0","16","3","1","2","Meade County","20","119",
"28351","28351","27151","372","57","467","392","10365","8141","7932","94","11","54","0","0","296","108","40","64","Miami County","20","121",
"6932","6932","6753","54","13","79","54","2850","2128","2107","0","0","16","0","0","29","0","35","7","Mitchell County","20","123",
"36252","36252","30927","2112","214","1464","1092","14903","10682","9665","367","28","284","6","0","141","34","39","31","Montgomery County","20","125",
"6104","6104","5905","29","15","54","175","2539","1986","1938","4","2","21","0","0","16","0","14","14","Morris County","20","127",
"3496","3496","3076","12","59","34","495","1306","935","859","2","15","1","0","6","11","2","0","4","Morton County","20","129",
"10717","10717","10521","56","8","104","44","3959","3187","3152","11","2","10","0","2","19","8","9","20","Nemaha County","20","131",
"16997","16997","16122","133","50","417","440","6739","5022","4886","21","14","56","0","0","48","25","7","14","Neosho County","20","133",
"3454","3454","3372","2","4","44","47","1516","1154","1146","0","0","4","0","0","15","10","4","0","Ness County","20","135",
"5953","5953","5526","226","23","56","154","2266","1765","1740","0","6","6","0","0","18","2","17","2","Norton County","20","137",
"16712","16712","16305","42","42","187","203","6490","5176","5104","5","7","23","0","0","60","14","7","2","Osage County","20","139",
"4452","4452","4355","0","18","46","25","1940","1524","1503","0","6","11","0","2","11","3","0","0","Osborne County","20","141",
"6163","6163","6034","20","11","56","44","2430","1997","1974","0","0","6","0","0","19","12","15","2","Ottawa County","20","143",
"7233","7233","6574","338","43","131","295","2739","2038","1953","33","9","8","0","17","18","21","7","0","Pawnee County","20","145",
"6001","6001","5911","23","20","20","44","2496","1944","1928","2","8","0","0","0","19","0","0","13","Phillips County","20","147",
"18209","18209","17540","123","31","308","332","6771","5312","5190","27","2","49","0","0","109","53","12","11","Pottawatomie County","20","149",
"9647","9647","9300","73","0","85","361","3963","2908","2851","7","0","27","0","0","28","5","10","13","Pratt County","20","151",
"2966","2966","2874","10","3","58","47","1269","975","952","5","0","15","0","0","10","4","4","0","Rawlins County","20","153",
"64790","64790","59077","1840","363","1135","3556","25498","18017","17191","193","60","167","0","30","206","29","89","106","Reno County","20","155",
"5835","5835","5730","31","20","31","43","2557","2018","1996","4","9","4","0","0","30","8","7","2","Republic County","20","157",
"10761","10761","10214","75","45","155","617","4050","3103","3009","14","6","31","0","5","27","8","0","5","Rice County","20","159",
"62843","62843","53760","4168","1992","1512","2989","22137","10464","9832","288","163","86","79","198","305","164","97","36","Riley County","20","161",
"5685","5685","5502","52","12","55","78","2362","1822","1803","7","0","12","0","0","9","0","0","5","Rooks County","20","163",
"3551","3551","3514","0","4","19","30","1548","1275","1269","0","3","3","0","0","0","2","0","3","Rush County","20","165",
"7370","7370","7237","0","8","55","69","3207","2412","2381","0","8","10","0","0","57","14","0","4","Russell County","20","167",
"53597","53597","47614","1587","861","1200","3197","21436","14799","13840","311","146","123","18","0","203","94","67","104","Saline County","20","169",
"5120","5120","4940","10","7","52","307","2045","1522","1490","12","10","0","10","0","16","0","0","32","Scott County","20","171",
"452869","452869","359176","40626","14175","14856","36016","176444","116738","103093","6472","2371","1681","334","264","3182","1282","886","1140","Sedgwick County","20","173",
"22510","22510","14747","847","435","751","9518","7419","4753","3706","121","95","108","12","28","123","25","15","38","Seward County","20","175",
"169871","169871","141181","14642","1478","5487","12142","68920","46522","42262","2291","284","574","164","102","1006","375","343","339","Shawnee County","20","177",
"2813","2813","2793","0","15","3","10","1124","925","921","0","4","0","0","3","9","5","12","1","Sheridan County","20","179",
"6760","6760","6312","25","0","61","604","2758","1900","1853","0","0","0","0","0","36","0","0","13","Sherman County","20","181",
"4536","4536","4453","9","19","27","22","1953","1557","1540","0","2","10","0","0","13","0","2","4","Smith County","20","183",
"4789","4789","4497","18","36","52","256","2010","1561","1525","0","3","6","0","0","12","0","2","3","Stafford County","20","185",
"2406","2406","2045","8","7","40","563","858","582","536","0","2","2","0","2","7","4","7","10","Stanton County","20","187",
"5463","5463","4492","0","40","136","1202","1988","1498","1325","0","9","43","0","0","5","0","22","9","Stevens County","20","189",
"25946","25946","24414","228","42","648","866","9888","7584","7228","49","0","149","6","0","137","39","37","2","Sumner County","20","191",
"8180","8180","7983","10","43","92","126","3226","2227","2206","0","0","20","0","0","67","20","23","33","Thomas County","20","193",
"3319","3319","3304","4","5","4","11","1412","1150","1150","0","0","0","0","0","10","0","0","6","Trego County","20","195",
"6885","6885","6743","23","7","58","83","2633","2183","2157","5","0","9","0","0","31","8","0","4","Wabaunsee County","20","197",
